record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 27087,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 15315,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6298,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11769,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 17164,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 28297,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 14566,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 23030,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 1621,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 29364,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 26627,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 29157,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12030,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5359,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 894,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 22473,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 1135,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 24566,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 23557,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 22823,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 888,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18601,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10009,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13655,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12488,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10400,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12888,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13307,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10033,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 21913,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11099,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 24770,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 29697,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5907,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 25164,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10465,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 757,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 19103,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 28555,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 19592,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 28573,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 23825,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10695,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 24957,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 362,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 22383,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7918,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 14004,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12425,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9384,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 23481,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 27509,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12994,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 15543,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7359,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7323,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 29686,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11465,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 19554,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4339,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5996,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6243,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 17633,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 19905,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18150,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7106,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 17777,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18885,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18462,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 19474,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 26031,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9120,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8823,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10593,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11403,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12943,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9485,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4726,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 24274,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18627,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 24558,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 19174,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 22073,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6932,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9755,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12639,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 21608,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 513,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 19280,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8941,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 20115,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5357,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6795,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 26681,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 25558,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 24884,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 22160,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18483,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 1339,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 1551,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4696,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5021,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 23253,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 16228,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 2785,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8381,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18175,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5375,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 1867,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13556,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 23806,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6453,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 22381,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 27159,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18209,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 3701,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11765,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 23342,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5436,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 29426,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 793,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 26040,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 25628,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12946,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5115,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12804,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8787,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 1309,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 21888,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 3159,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13971,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 20388,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7222,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11607,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 2335,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 3336,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 27800,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 29183,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13235,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 25519,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 20256,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9203,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 18264,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 14761,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 25849,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7878,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 21326,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 21950,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6720,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 28626,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 15173,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 16921,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 20668,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 24833,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5254,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
